code5,date,source_change_pct,high,prev_close,max_pct,n_max_est,t5_return_pct,t10_return_pct,t20_return_pct
08031,2026-06-02,74.19,0.6,0.31,93.5484,4.0,-8.3333,-13.8889,-40.7407
08031,2026-06-02,87.10,0.6,0.31,93.5484,4.0,-8.3333,-13.8889,-40.7407
00989,2026-06-02,33.33,0.98,0.6,63.3333,3.0,-7.0588,-10.5882,-8.2353
02956,2026-06-02,133.33,,,,,,,
01679,2026-06-02,25.00,1.42,0.96,47.9167,2.0,40.2878,34.5324,23.741
02956,2026-06-02,191.67,,,,,,,
01679,2026-06-02,35.42,1.42,0.96,47.9167,2.0,40.2878,34.5324,23.741
02956,2026-06-02,233.33,,,,,,,
00989,2026-06-02,45.00,0.98,0.6,63.3333,3.0,-7.0588,-10.5882,-8.2353
01679,2026-06-02,45.83,1.42,0.96,47.9167,2.0,40.2878,34.5324,23.741
02258,2026-06-03,50.94,0.689,0.201,242.7861,12.0,0.0,-13.6674,-22.5513
02258,2026-06-03,112.26,0.689,0.201,242.7861,12.0,0.0,-13.6674,-22.5513
02258,2026-06-03,220.75,0.689,0.201,242.7861,12.0,0.0,-13.6674,-22.5513
01771,2026-06-03,66.67,0.35,0.168,108.3333,5.0,-22.7273,-9.0909,-28.9256
00605,2026-06-03,25.33,1.03,0.75,37.3333,1.0,-3.2609,-7.6087,-16.3043
00385,2026-06-03,35.19,0.39,0.26,50.0,2.0,-6.8966,-5.1724,-1.7241
01771,2026-06-03,78.57,0.35,0.168,108.3333,5.0,-22.7273,-9.0909,-28.9256
00889,2026-06-03,23.29,1.01,0.73,38.3562,1.0,-39.1304,-33.6957,-38.0435
00865,2026-06-03,37.84,0.058,0.037,56.7568,2.0,1.9231,30.7692,1.9231
00243,2026-06-03,21.67,0.77,0.6,28.3333,1.0,-13.2353,-25.0,-38.2353
00953,2026-06-03,29.45,0.214,0.163,31.2883,1.0,-5.6122,-2.551,-9.6939
08268,2026-06-03,29.41,0.345,0.255,35.2941,1.0,5.8824,-1.9608,-21.1765
09968,2026-06-03,22.86,0.046,0.035,31.4286,1.0,0.0,-20.9302,-46.5116
00889,2026-06-03,34.25,1.01,0.73,38.3562,1.0,-39.1304,-33.6957,-38.0435
01468,2026-06-03,21.54,0.415,0.325,27.6923,1.0,-17.7215,-15.1899,-51.8987
09978,2026-06-04,81.25,0.42,0.16,162.5,8.0,-5.5794,-18.4549,-1.2876
09978,2026-06-04,96.88,0.42,0.16,162.5,8.0,-5.5794,-18.4549,-1.2876
09978,2026-06-04,118.75,0.42,0.16,162.5,8.0,-5.5794,-18.4549,-1.2876
01540,2026-06-04,24.39,0.64,0.41,56.0976,2.0,-15.6863,-20.5882,-2.9412
09978,2026-06-04,140.62,0.42,0.16,162.5,8.0,-5.5794,-18.4549,-1.2876
01540,2026-06-04,41.46,0.64,0.41,56.0976,2.0,-15.6863,-20.5882,-2.9412
08426,2026-06-04,48.00,0.375,0.25,50.0,2.0,0.0,3.8462,1.9231
00648,2026-06-04,24.09,1.88,1.37,37.2263,1.0,39.548,163.8418,-51.4124
08480,2026-06-04,33.03,0.3,0.218,37.6147,1.0,-13.8776,-15.9184,-32.2449
02951,2026-06-04,20.29,,,,,,,
02951,2026-06-04,31.16,,,,,,,
02459,2026-06-04,29.90,0.78,0.485,60.8247,3.0,6.4516,-4.8387,-9.6774
00648,2026-06-04,34.31,1.88,1.37,37.2263,1.0,39.548,163.8418,-51.4124
08373,2026-06-05,38.46,1.1,,,0.0,2.7778,0.0,-2.7778
01933,2026-06-05,25.57,0.49,0.219,123.7443,6.0,7.0423,-48.169,-50.9859
01933,2026-06-05,36.99,0.49,0.219,123.7443,6.0,7.0423,-48.169,-50.9859
01933,2026-06-05,48.40,0.49,0.219,123.7443,6.0,7.0423,-48.169,-50.9859
01933,2026-06-05,59.82,0.49,0.219,123.7443,6.0,7.0423,-48.169,-50.9859
01933,2026-06-05,78.08,0.49,0.219,123.7443,6.0,7.0423,-48.169,-50.9859
02459,2026-06-05,25.81,0.79,0.62,27.4194,1.0,-14.1026,-21.7949,-29.4872
00725,2026-06-05,22.73,1.5,1.1,36.3636,1.0,-19.4631,-30.2013,-34.2282
01933,2026-06-05,103.20,0.49,0.219,123.7443,6.0,7.0423,-48.169,-50.9859
08527,2026-06-05,32.50,0.225,0.16,40.625,2.0,5.7416,22.0096,7.6555
