group,code5,scan_date,go_60,consolidation_60,placing_60,rights_60,go_120,consolidation_120,placing_120,rights_120,go_180,consolidation_180,placing_180,rights_180
signal,00114,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00117,2026-05-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00118,2026-03-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00120,2025-07-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00124,2025-08-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00128,2025-12-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00129,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00130,2025-10-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00131,2026-01-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00138,2025-10-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00139,2026-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00145,2025-08-14,0,0,0,1,0,0,0,1,0,0,0,1
signal,00146,2025-10-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00149,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00150,2025-12-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00154,2026-02-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00156,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00159,2025-07-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00160,2026-01-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00162,2026-05-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00164,2025-10-14,0,0,0,0,0,0,0,0,0,0,1,0
signal,00166,2025-08-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00167,2025-08-13,0,0,0,0,1,0,0,0,1,0,0,0
signal,00169,2026-03-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00171,2026-06-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00184,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00185,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00188,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00191,2025-08-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00193,2025-08-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00197,2025-07-17,0,0,0,0,0,0,1,0,0,0,1,0
signal,00199,2025-09-12,0,0,0,0,0,0,1,0,0,0,1,0
signal,00201,2026-02-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00202,2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00204,2025-09-11,0,0,0,0,0,0,1,0,0,0,1,0
signal,00205,2025-10-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00206,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00209,2025-08-13,0,0,0,0,0,0,0,1,0,0,0,1
signal,00210,2025-12-29,0,0,0,0,0,0,0,0,0,0,0,0
signal,00212,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00213,2025-07-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00223,2026-02-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00225,2026-05-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00227,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00228,2025-08-15,0,0,0,0,0,0,0,0,1,0,0,0
signal,00229,2025-08-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00234,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00235,2025-09-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00236,2025-07-29,0,0,0,0,0,0,0,0,0,0,0,0
signal,00237,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00239,2026-08-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00243,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00244,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00248,2026-01-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,00254,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00256,2026-05-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00261,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00262,2025-11-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00265,2025-10-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00266,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00269,2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00276,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00279,2025-12-16,0,0,0,0,0,0,0,0,0,0,1,0
signal,00280,2025-08-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00294,2026-07-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00295,2025-08-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00296,2026-02-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,00298,2025-10-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00301,2025-09-19,0,0,0,0,0,0,0,0,0,0,0,0
signal,00306,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00309,2026-01-07,0,0,0,0,0,0,1,0,0,1,1,0
signal,00310,2025-12-23,0,0,1,0,0,0,1,0,0,0,1,0
signal,00312,2026-01-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,00314,2026-06-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00318,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00320,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00328,2025-06-30,0,0,0,1,0,0,0,1,0,0,0,1
signal,00329,2026-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00330,2025-08-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00332,2026-02-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00334,2025-07-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00337,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00339,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00343,2025-12-12,0,0,0,0,0,0,0,0,0,0,1,0
signal,00346,2026-03-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00348,2025-07-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00351,2025-08-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00352,2025-07-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00353,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00355,2026-06-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00356,2026-02-24,0,0,0,0,0,1,1,0,0,1,1,0
signal,00360,2025-11-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00361,2025-08-08,1,0,0,0,1,0,0,0,1,0,0,0
signal,00365,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00366,2026-06-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00367,2025-10-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00368,2026-03-27,0,0,0,0,0,0,0,0,1,0,0,0
signal,00370,2026-08-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00377,2026-08-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00379,2025-09-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00380,2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00381,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00383,2025-08-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00385,2026-06-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00387,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00391,2025-10-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00396,2026-02-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00397,2025-10-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00399,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00401,2025-11-07,0,0,0,1,0,0,0,1,0,0,0,1
signal,00413,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00417,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00419,2025-07-09,0,0,0,0,0,1,1,0,0,1,1,0
signal,00420,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00422,2025-10-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00423,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00426,2025-11-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00428,2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00432,2025-10-31,0,0,0,0,0,0,0,0,0,0,0,0
signal,00433,2025-07-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00438,2025-09-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00442,2025-08-13,0,0,0,0,0,0,0,1,0,0,0,1
signal,00450,2025-11-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00456,2025-08-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00458,2026-03-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00464,2026-06-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00465,2025-10-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00471,2025-10-06,0,0,0,1,0,0,0,1,0,0,0,1
signal,00472,2025-10-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00474,2025-07-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00476,2025-07-10,0,0,0,0,0,0,0,0,0,0,1,0
signal,00482,2026-04-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00484,2026-03-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00487,2025-08-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00488,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00491,2025-09-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00496,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00498,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00499,2026-04-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00500,2025-07-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00505,2026-08-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00508,2026-01-19,0,0,0,0,0,0,0,0,0,0,0,0
signal,00510,2025-06-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00515,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00518,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00519,2025-08-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00520,2026-05-19,0,0,0,0,0,0,0,0,0,0,0,0
signal,00524,2025-09-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00526,2025-11-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00527,2025-08-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00528,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00529,2025-08-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00532,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00536,2026-03-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,00538,2026-09-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00542,2025-09-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00544,2025-07-24,0,0,0,0,0,0,1,0,0,0,1,0
signal,00550,2026-01-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00554,2026-01-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00556,2025-08-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00557,2026-03-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00559,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00567,2026-02-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00571,2025-10-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00572,2025-08-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00573,2026-02-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,00574,2025-07-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00575,2025-12-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00582,2025-06-30,0,0,0,1,0,0,0,1,0,0,0,1
signal,00583,2025-07-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00585,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00587,2026-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00591,2025-11-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00595,2025-10-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00601,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00602,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00605,2026-01-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00606,2026-01-29,0,0,0,0,0,0,0,0,0,0,0,0
signal,00607,2025-08-25,0,0,0,0,0,0,0,0,0,0,1,0
signal,00608,2026-04-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00610,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00611,2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00616,2025-09-01,0,0,0,0,0,0,1,0,0,0,1,0
signal,00617,2025-09-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00618,2025-11-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00619,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00620,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00627,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00630,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00632,2026-03-02,0,0,0,0,0,0,1,0,0,0,1,0
signal,00635,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00637,2025-08-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00640,2025-12-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00641,2026-04-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00643,2025-07-31,0,0,0,0,1,0,0,0,1,0,0,0
signal,00645,2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00646,2026-09-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00648,2026-02-16,0,1,1,0,0,1,1,0,0,1,1,0
signal,00653,2025-08-14,0,0,0,0,0,0,0,0,0,0,1,0
signal,00655,2026-04-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00657,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00660,2025-08-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00672,2025-10-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00673,2025-07-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00677,2025-10-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00679,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00681,2025-11-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,00682,2025-09-15,0,0,0,0,0,0,1,0,0,0,1,0
signal,00684,2025-09-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00685,2025-11-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00689,2025-08-22,0,0,0,0,0,0,0,0,0,0,0,1
signal,00690,2026-03-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00698,2025-12-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00701,2026-04-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00704,2025-09-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00711,2025-12-19,0,0,0,0,0,0,0,0,0,0,0,0
signal,00712,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00713,2025-11-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00718,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00720,2025-07-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00721,2025-12-12,0,0,0,0,0,1,1,0,0,1,1,0
signal,00723,2025-08-04,0,0,0,0,0,0,0,0,0,0,0,0
signal,00725,2025-08-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00726,2025-09-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00727,2025-08-04,0,0,0,0,0,0,0,1,0,0,0,1
signal,00730,2025-07-29,0,0,0,0,0,0,0,0,0,0,0,0
signal,00731,2025-10-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00733,2025-11-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00736,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00738,2026-03-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00745,2025-12-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00747,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00750,2025-09-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,00756,2025-09-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00757,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00759,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00764,2026-03-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00767,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00771,2025-09-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00776,2025-07-30,0,0,0,0,0,0,1,0,0,0,1,0
signal,00784,2025-08-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00789,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00804,2025-07-15,0,0,0,0,0,0,1,0,0,0,1,0
signal,00805,2025-12-19,0,0,0,0,0,0,0,0,0,0,0,0
signal,00809,2026-06-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00810,2025-08-11,0,0,1,0,0,0,1,0,0,0,1,1
signal,00814,2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,00821,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00822,2025-09-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00825,2025-08-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00827,2025-08-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00828,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00829,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00831,2025-09-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,00832,2025-08-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,00833,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00834,2025-10-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00840,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00841,2025-11-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00844,2025-08-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00848,2025-08-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00851,2026-01-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00854,2025-12-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00858,2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00860,2025-11-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00862,2025-09-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00865,2025-08-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,00869,2025-11-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00871,2025-07-16,0,0,0,0,0,0,0,0,0,0,0,0
signal,00875,2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,00876,2025-07-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00888,2025-08-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00889,2025-08-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00893,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00894,2025-08-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00897,2025-09-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00898,2025-08-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,00899,2025-07-08,0,0,0,0,0,0,0,1,0,0,0,1
signal,00905,2026-04-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00907,2025-09-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00910,2026-07-31,0,1,0,0,0,1,0,0,0,1,0,0
signal,00911,2026-04-24,0,0,0,0,0,0,0,0,0,0,0,0
signal,00913,2025-10-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00915,2025-10-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00918,2025-09-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,00919,2026-01-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00922,2025-11-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00923,2025-09-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00924,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00926,2025-08-26,0,0,0,0,0,0,0,0,0,0,0,0
signal,00927,2025-06-30,0,0,0,0,0,0,0,0,0,0,0,0
signal,00928,2025-11-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,00929,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00932,2025-09-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00936,2025-09-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00938,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,00943,2025-07-14,0,0,0,0,0,0,0,0,0,0,1,0
signal,00947,2025-08-12,0,0,0,0,0,0,0,0,0,0,0,0
signal,00948,2025-11-14,0,0,0,0,0,0,1,0,0,0,1,0
signal,00950,2026-08-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,00953,2025-07-02,0,0,0,0,0,0,0,0,0,0,0,0
signal,00954,2026-03-31,0,0,0,0,0,0,0,0,0,0,0,0
signal,00969,2025-07-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,00970,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,00974,2025-08-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,00979,2025-10-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00980,2026-08-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00984,2025-07-22,0,0,0,0,0,0,0,0,0,0,0,0
signal,00986,2025-11-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,00987,2025-08-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,00989,2025-08-07,0,0,0,0,0,0,0,0,0,0,0,0
signal,00993,2026-07-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,00994,2025-07-09,0,0,0,0,0,0,0,0,0,0,0,0
signal,00997,2025-11-20,0,0,0,0,0,0,0,0,0,0,0,0
signal,01000,2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,01001,2025-07-03,0,0,0,0,0,0,0,0,0,0,0,0
signal,01002,2026-08-13,0,0,0,0,0,0,0,0,0,0,0,0
signal,01008,2026-05-06,0,0,0,0,0,0,0,0,0,0,0,0
signal,01010,2025-07-17,0,0,0,0,0,0,0,0,0,0,0,0
signal,01011,2026-06-08,0,0,1,0,0,0,1,0,0,0,1,0
signal,01013,2026-04-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,01020,2025-08-05,0,0,0,0,0,0,0,0,0,0,0,0
signal,01022,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,01025,2025-07-07,0,0,0,0,0,0,0,1,0,0,0,1
signal,01026,2026-01-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,01027,2025-09-22,0,0,0,0,0,0,0,0,0,0,1,0
signal,01028,2025-08-01,0,0,0,0,0,0,1,0,0,0,1,0
signal,01036,2025-07-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01037,2025-09-01,0,0,0,0,0,0,0,0,0,0,0,0
signal,01039,2025-08-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,01046,2025-07-08,0,0,0,0,0,0,0,0,0,0,0,0
signal,01049,2025-07-11,0,0,0,0,0,0,0,0,0,0,0,0
signal,01059,2025-07-18,0,0,0,0,0,0,0,0,0,0,0,0
signal,01062,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01063,2025-08-25,0,0,0,0,0,0,0,0,0,0,0,0
signal,01064,2025-08-14,0,0,0,0,0,0,0,0,0,0,0,0
signal,01068,2026-05-28,0,0,0,0,0,0,0,0,0,0,0,0
signal,01069,2025-07-23,0,0,0,0,0,0,0,0,0,0,0,0
signal,01073,2025-06-26,0,0,0,1,0,0,0,1,0,0,0,1
signal,01075,2025-07-31,0,0,0,0,0,0,0,0,0,0,0,0
signal,01079,2025-07-18,1,0,0,0,1,0,0,0,1,0,1,0
signal,01080,2025-07-10,0,0,0,0,0,0,0,0,0,0,0,0
signal,01082,2025-06-27,0,0,0,0,0,0,0,0,0,0,0,0
signal,01084,2025-07-21,0,0,0,0,0,0,0,0,0,0,0,0
signal,01085,2025-08-15,0,0,0,0,0,0,0,0,0,0,0,0
signal,01087,2025-08-29,0,0,0,0,0,0,0,0,0,0,0,0
signal,01094,2025-09-16,0,0,0,0,0,0,0,0,0,0,0,0
