code5,name,scan_date,appearance_seq,days_since_first,entry_close,entry_intraday,entry_intraday_note,price_missing,days_available,ret_t5,ret_t10,ret_t20,ret_t60,max_ret_20,min_ret_20,ret_t5_est,ret_t10_est,ret_t20_est,ret_t60_est,max_ret_20_est,min_ret_20_est,has_capital_action,fu_go,fu_rights,fu_placing,fu_consolidation,fu_cb,first_action_type,first_action_days
00090,普星能量,2025-07-10,1,0,1.326,1.326,eod_proxy,0,287,58.8235,45.2489,42.9864,0.0,59.5777,11.3122,0,0,0,0,0,0,0,0,0,0,0,0,,
00092,冠軍科技集團,2025-08-01,1,0,0.193,0.193,eod_proxy,0,271,7.2539,14.5078,1.5544,-6.7358,14.5078,1.5544,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,164
00094,綠心集團,2025-09-11,1,0,0.07,0.07,eod_proxy,0,242,-17.1429,-17.1429,-28.5714,-8.5714,-1.4286,-28.5714,0,0,0,0,0,0,0,0,0,0,0,0,,
00096,友成控股,2025-08-06,1,0,0.635,0.635,eod_proxy,0,268,3.1496,3.1496,-4.7244,-12.5984,3.1496,-7.874,0,0,0,0,0,0,0,0,0,0,0,0,,
00097,恆基發展,2025-08-20,1,0,0.165,0.165,eod_proxy,0,258,81.8182,66.6667,60.6061,18.1818,103.0303,4.8485,0,0,0,0,0,0,0,0,0,0,0,0,,
00104,冠亞商業,2025-07-21,1,0,0.204,0.204,eod_proxy,0,280,9.3137,14.2157,16.6667,12.2549,16.6667,-0.4902,0,0,0,0,0,0,0,0,0,0,0,0,,
00110,中國長遠,2026-04-10,1,0,0.385,0.385,eod_proxy,0,103,35.0649,32.4675,27.2727,14.2857,42.8571,1.2987,0,0,0,0,0,0,0,0,0,0,0,0,,
00111,信達國際控股,2025-11-20,1,0,0.45,0.45,eod_proxy,0,195,8.8889,4.4444,11.1111,104.4444,22.2222,4.4444,0,0,0,0,0,0,0,0,0,0,0,0,,
00114,興利集團,2025-07-02,1,0,0.49,0.49,eod_proxy,0,293,2.0408,0.0,2.0408,10.2041,4.0816,-2.0408,0,0,0,0,0,0,0,0,0,0,0,0,,
00117,天利控股集團,2026-05-04,1,0,0.42,0.42,eod_proxy,0,88,102.381,340.4762,1319.0476,421.4286,1335.7143,83.3333,0,0,0,0,0,0,0,0,0,0,0,0,,
00118,大同機械,2026-03-24,1,0,0.2,0.2,eod_proxy,0,113,-6.0,-2.5,-2.5,7.5,2.5,-11.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00120,COSMOPOL INT'L,2025-07-30,1,0,0.128,0.128,eod_proxy,0,273,-10.9375,1.5625,-3.9062,-19.5313,7.8125,-10.9375,0,0,0,0,0,0,0,0,0,0,0,0,,
00124,粵海置地,2025-08-01,1,0,0.28,0.28,eod_proxy,0,271,-1.7857,-5.3571,-1.7857,-7.1429,1.7857,-5.3571,0,0,0,0,0,0,0,0,0,0,0,0,,
00128,安寧控股,2025-12-23,1,0,0.345,0.345,eod_proxy,0,172,11.5942,21.7391,8.6957,21.7391,21.7391,2.8986,0,0,0,0,0,0,0,0,0,0,0,0,,
00129,泛海集團,2026-03-17,1,0,0.209,0.209,eod_proxy,0,118,-0.9569,-4.3062,-6.2201,-8.6124,5.7416,-6.6986,0,0,0,0,0,0,0,0,0,0,0,0,,
00130,慕詩國際,2025-10-03,1,0,0.25,0.25,eod_proxy,0,227,-35.2,-41.2,-40.0,-38.0,-28.8,-42.4,0,0,0,0,0,0,1,0,0,0,0,1,CB,0
00131,卓能(集團),2026-01-22,1,0,1.12,1.12,eod_proxy,0,153,0.0,0.8929,11.6071,16.0714,11.6071,-1.7857,0,0,0,0,0,0,0,0,0,0,0,0,,
00138,中建富通,2025-10-23,1,0,0.87,0.87,eod_proxy,0,214,-10.3448,-8.046,-14.9425,-21.8391,-3.4483,-14.9425,0,0,0,0,0,0,0,0,0,0,0,0,,
00139,小魚盈通,2026-06-30,1,0,0.14,0.14,eod_proxy,0,49,4.2857,-35.0,-14.2857,,22.8571,-59.2857,0,0,0,0,0,0,0,0,0,0,0,0,,
00145,信能低碳,2025-08-14,1,0,0.194,0.194,eod_proxy,0,262,-9.2784,-11.3402,-8.2474,9.2784,19.0722,-12.3711,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,56
00146,太平地氈,2025-10-15,1,0,1.68,1.68,eod_proxy,0,220,0.0,0.5952,4.7619,10.7143,5.9524,-2.381,0,0,0,0,0,0,0,0,0,0,0,0,,
00149,中國農產品交易,2025-07-10,1,0,0.041,0.041,eod_proxy,0,287,4.878,4.878,43.9024,97.561,43.9024,-4.878,0,0,0,0,0,0,0,0,0,0,0,0,,
00150,HYPEBEAST,2025-12-01,1,0,0.204,0.204,eod_proxy,0,188,2.9412,-3.9216,-11.7647,-23.5294,2.9412,-11.7647,0,0,0,0,0,0,0,0,0,0,0,0,,
00154,北京控股環境集團,2026-02-25,1,0,0.63,0.63,eod_proxy,0,132,-7.9365,6.3492,0.0,-22.2222,9.5238,-7.9365,0,0,0,0,0,0,0,0,0,0,0,0,,
00156,力寶華潤,2025-08-04,1,0,0.71,0.71,eod_proxy,0,270,0.0,1.4085,4.2254,5.6338,12.6761,-1.4085,0,0,0,0,0,0,0,0,0,0,0,0,,
00159,布萊克萬礦業,2025-07-18,1,0,0.089,0.089,eod_proxy,0,281,13.4831,58.427,67.4157,33.7079,79.7753,1.1236,0,0,0,0,0,0,0,0,0,0,0,0,,
00160,漢國置業,2026-01-06,1,0,0.95,0.95,eod_proxy,0,165,-1.0526,-1.0526,1.0526,2.1053,5.2632,-1.0526,0,0,0,0,0,0,0,0,0,0,0,0,,
00162,世紀金花,2026-05-22,1,0,0.081,0.081,eod_proxy,0,74,-32.0988,-35.8025,-44.4444,-49.3827,-19.7531,-48.1481,0,0,0,0,0,0,0,0,0,0,0,0,,
00164,中國寶力科技,2025-10-14,1,0,0.405,0.405,eod_proxy,0,221,0.0,-2.4691,-3.7037,-7.4074,0.0,-4.9383,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,167
00166,新時代集團控股,2025-08-13,1,0,0.052,0.052,eod_proxy,0,263,5.7692,-1.9231,-17.3077,-7.6923,5.7692,-21.1538,0,0,0,0,0,0,0,0,0,0,0,0,,
00167,IDT INT'L,2025-08-13,1,0,1.28,1.28,eod_proxy,0,263,-17.1875,-26.5625,-38.2812,,-1.5625,-38.2812,0,0,0,0,0,0,1,1,0,0,0,0,GO,96
00169,萬達酒店發展,2026-03-23,1,0,0.1,0.1,eod_proxy,0,114,-7.0,-11.0,-11.0,22.0,3.0,-17.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00171,銀建國際,2026-06-01,1,0,0.045,0.045,eod_proxy,0,69,15.5556,4.4444,-20.0,-6.6667,15.5556,-24.4444,0,0,0,0,0,0,0,0,0,0,0,0,,
00184,激成投資,2025-06-27,1,0,2.14,2.14,eod_proxy,0,295,6.5421,15.4206,25.7009,11.215,25.7009,-0.4673,0,0,0,0,0,0,0,0,0,0,0,0,,
00185,正商實業,2025-06-27,1,0,0.075,0.075,eod_proxy,0,295,-4.0,8.0,105.3333,78.6667,109.3333,-14.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00188,新華匯富金融,2026-02-20,1,0,0.27,0.27,eod_proxy,0,135,-1.8519,-1.8519,-7.4074,-7.4074,-1.8519,-9.2593,0,0,0,0,0,0,0,0,0,0,0,0,,
00191,麗新國際,2025-08-21,1,0,0.6,0.6,eod_proxy,0,257,-3.3333,1.6667,-3.3333,-3.3333,3.3333,-5.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00193,冠中地產,2025-08-13,1,0,0.227,0.227,eod_proxy,0,263,1.3216,-8.8106,-6.1674,-13.6564,2.2026,-8.8106,0,0,0,0,0,0,0,0,0,0,0,0,,
00197,亨泰,2025-07-17,1,0,0.238,0.238,eod_proxy,0,282,21.8487,44.958,57.563,97.479,80.6723,19.7479,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,83
00199,德祥地產,2025-09-12,1,0,0.22,0.22,eod_proxy,0,241,0.9091,-2.7273,52.2727,386.3636,52.2727,-2.7273,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,74
00201,華大酒店,2026-02-23,1,0,0.07,0.07,eod_proxy,0,134,0.0,-1.4286,-1.4286,-5.7143,1.4286,-4.2857,0,0,0,0,0,0,0,0,0,0,0,0,,
00202,潤中國際控股,2025-07-21,1,0,0.055,0.055,eod_proxy,0,280,1.8182,3.6364,256.3636,250.9091,256.3636,1.8182,0,0,0,0,0,0,0,0,0,0,0,0,,
00204,資本界金控,2025-09-11,1,0,1.02,1.02,eod_proxy,0,193,-11.7647,-10.7843,-28.4314,-79.902,0.0,-28.4314,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,104
00205,BFB HEALTH,2025-10-28,1,0,0.315,0.315,eod_proxy,0,211,0.0,7.9365,12.6984,198.4127,17.4603,-4.7619,0,0,0,0,0,0,0,0,0,0,0,0,,
00206,華商能源,2025-08-11,1,0,0.249,0.249,eod_proxy,0,265,6.4257,12.4498,8.4337,4.4177,12.4498,-0.8032,0,0,0,0,0,0,0,0,0,0,0,0,,
00209,萬維智能科技,2025-08-13,1,0,2.163,2.163,eod_proxy,0,263,-2.9126,-8.0906,-26.5834,-28.6177,5.779,-26.5834,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,63
00210,達芙妮國際,2025-12-29,1,0,0.38,0.38,eod_proxy,0,170,1.3158,1.3158,0.0,1.3158,3.9474,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00212,南洋集團,2025-07-11,1,0,24.2,24.2,eod_proxy,0,286,0.0,0.0,1.2397,18.595,1.6529,-2.0661,0,0,0,0,0,0,0,0,0,0,0,0,,
00213,樂聲電子,2025-07-24,1,0,0.39,0.39,eod_proxy,0,277,-3.8462,-3.8462,-1.2821,-7.6923,2.5641,-5.1282,0,0,0,0,0,0,0,0,0,0,0,0,,
00223,易生活控股,2026-02-24,1,0,0.165,0.165,eod_proxy,0,133,-9.0909,-16.3636,-26.6667,-18.1818,3.0303,-26.6667,0,0,0,0,0,0,0,0,0,0,0,0,,
00225,博富臨置業,2026-05-26,1,0,5.21,5.21,eod_proxy,0,73,3.8388,2.4952,1.7274,3.071,3.8388,-0.7678,0,0,0,0,0,0,0,0,0,0,0,0,,
00227,第一上海,2025-06-26,1,0,0.39,0.39,eod_proxy,0,296,-16.6667,12.8205,10.2564,-14.1026,15.3846,-17.9487,0,0,0,0,0,0,0,0,0,0,0,0,,
00228,中能控股,2025-08-15,1,0,1.48,1.48,eod_proxy,0,261,-13.5135,-16.2162,-5.4054,-6.0811,-2.7027,-16.2162,0,0,0,0,0,0,1,1,0,0,0,0,GO,130
00229,利民實業,2025-08-25,1,0,0.88,0.88,eod_proxy,0,255,1.1364,0.0,3.4091,6.8182,5.6818,-3.4091,0,0,0,0,0,0,0,0,0,0,0,0,,
00234,新世紀集團,2025-07-15,1,0,0.033,0.033,eod_proxy,0,284,3.0303,0.0,-3.0303,48.4848,6.0606,-9.0909,0,0,0,0,0,0,0,0,0,0,0,0,,
00235,中策資本控股,2025-09-26,1,0,0.032,0.032,eod_proxy,0,231,6.25,12.5,12.5,-6.25,31.25,-9.375,0,0,0,0,0,0,0,0,0,0,0,0,,
00236,香港生力啤,2025-07-29,1,0,1.24,1.24,eod_proxy,0,274,1.6129,-6.4516,-9.6774,-9.6774,1.6129,-9.6774,0,0,0,0,0,0,0,0,0,0,0,0,,
00237,安全貨倉,2025-06-27,1,0,1.92,1.92,eod_proxy,0,295,1.5625,3.125,7.2917,4.6875,15.1042,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00239,白花油,2026-08-26,1,0,2.6,2.6,eod_proxy,0,9,0.0,,,,0.3846,-3.8462,0,0,0,0,0,0,0,0,0,0,0,0,,
00243,品質國際,2025-07-09,1,0,0.192,0.192,eod_proxy,0,288,51.0417,71.875,95.3125,131.7708,157.8125,1.5625,0,0,0,0,0,0,0,0,0,0,0,0,,
00244,先施,2025-08-12,1,0,0.335,0.335,eod_proxy,0,264,8.9552,7.4627,2.9851,-7.4627,14.9254,-4.4776,0,0,0,0,0,0,0,0,0,0,0,0,,
00248,香港通訊國際控股,2026-01-05,1,0,0.291,0.291,eod_proxy,0,166,-2.0619,-3.7801,0.0,-8.9347,1.7182,-3.7801,0,0,0,1,0,0,0,0,0,0,0,0,,
00254,國家聯合資源,2025-08-11,1,0,0.46,0.46,eod_proxy,0,265,-19.5652,-14.1304,-34.7826,-28.2609,-10.8696,-34.7826,0,0,0,0,0,0,0,0,0,0,0,0,,
00256,冠城鐘表珠寶,2026-05-06,1,0,0.087,0.087,eod_proxy,0,86,10.3448,5.7471,3.4483,-25.2874,13.7931,1.1494,0,0,0,0,0,0,0,0,0,0,0,0,,
00261,GBA集團,2025-07-16,1,0,0.34,0.34,eod_proxy,0,283,-2.9412,0.0,-4.4118,-19.1176,5.8824,-8.8235,0,0,0,0,0,0,0,0,0,0,0,0,,
00262,迪臣發展國際,2025-11-12,1,0,0.102,0.102,eod_proxy,0,201,-4.902,-1.9608,-1.9608,-19.6078,2.9412,-7.8431,0,0,0,0,0,0,0,0,0,0,0,0,,
00265,港譽智慧城市服務,2025-10-06,1,0,2.44,2.44,eod_proxy,0,226,3.2787,13.9344,1.6393,-19.6721,15.5738,-5.7377,0,0,0,0,0,0,0,0,0,0,0,0,,
00266,天德地產,2025-08-08,1,0,1.91,1.91,eod_proxy,0,266,-1.5707,0.5236,1.0471,2.0942,1.5707,-1.5707,0,0,0,0,0,0,0,0,0,0,0,0,,
00269,中國資源交通,2025-07-23,1,0,0.011,0.011,eod_proxy,0,278,0.0,-9.0909,0.0,-9.0909,9.0909,-9.0909,0,0,0,0,0,0,0,0,0,0,0,0,,
00276,蒙古能源,2025-08-06,1,0,0.69,0.69,eod_proxy,0,268,-4.3478,-5.7971,-1.4493,24.6377,4.3478,-8.6957,0,0,0,0,0,0,0,0,0,0,0,0,,
00279,裕承科金,2025-12-16,1,0,0.63,0.63,eod_proxy,0,177,-1.5873,-7.9365,-3.1746,-15.873,3.1746,-15.873,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,125
00280,景福集團,2025-08-20,1,0,0.455,0.455,eod_proxy,0,258,3.2967,3.2967,7.9121,17.8022,11.2088,2.1978,0,0,0,0,0,0,0,0,0,0,0,0,,
00294,長江制衣,2026-07-20,1,0,0.93,0.93,eod_proxy,0,36,2.1505,-2.1505,6.4516,,10.7527,-5.3763,0,0,0,0,0,0,0,0,0,0,0,0,,
00295,江山控股,2025-08-28,1,0,0.02,0.02,eod_proxy,0,252,-5.0,5.0,-5.0,-15.0,5.0,-10.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00296,英皇娛樂酒店,2026-02-05,1,0,0.27,0.27,eod_proxy,0,143,-5.5556,-5.5556,-7.4074,-16.2963,-1.8519,-8.8889,0,0,0,0,0,0,0,0,0,0,0,0,,
00298,莊士中國,2025-10-13,1,0,0.12,0.12,eod_proxy,0,222,0.0,-1.6667,-2.5,-10.8333,0.0,-4.1667,0,0,0,0,0,0,0,0,0,0,0,0,,
00301,三和精化,2025-09-19,1,0,1.25,1.25,eod_proxy,0,236,3.2,5.6,2.4,11.2,5.6,-4.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00306,冠忠巴士集團,2025-08-04,1,0,1.89,1.89,eod_proxy,0,270,26.9841,16.9312,23.8095,21.6931,31.2169,6.8783,0,0,0,0,0,0,0,0,0,0,0,0,,
00309,新華通訊頻媒,2026-01-07,1,0,1.72,1.72,eod_proxy,0,164,-9.3023,-4.6512,-4.6512,-20.9302,0.0,-13.9535,0,0,0,0,0,0,1,0,0,1,1,0,PLACING,120
00310,嘉進投資國際,2025-12-23,1,0,0.175,0.175,eod_proxy,0,172,14.8571,2.8571,0.0,2.2857,25.7143,0.0,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,49
00312,歲寶百貨,2026-01-05,1,0,0.087,0.087,eod_proxy,0,166,-2.2989,-8.046,-11.4943,-44.8276,9.1954,-14.9425,0,0,0,0,0,0,0,0,0,0,0,0,,
00314,思派健康,2026-06-01,1,0,1.32,1.32,eod_proxy,0,69,-7.5758,-9.8485,1.5152,16.2879,1.5152,-10.6061,0,0,0,0,0,0,0,0,0,0,0,0,,
00318,黃河實業,2026-03-17,1,0,0.72,0.72,eod_proxy,0,91,2.7778,-8.3333,-11.1111,5.5556,2.7778,-11.1111,0,0,0,0,0,0,0,0,0,0,0,0,,
00320,金寶通,2025-07-02,1,0,0.536,0.536,eod_proxy,0,293,1.8657,0.0,3.7313,16.791,3.7313,-3.7313,0,0,0,0,0,0,0,0,0,0,0,0,,
00328,ALCO HOLDINGS,2025-06-30,1,0,1.122,1.122,eod_proxy,0,294,-0.3565,-1.6043,-2.139,34.5811,0.0,-2.3173,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,8
00329,東建國際,2026-07-16,1,0,0.171,0.171,eod_proxy,0,38,-0.5848,1.7544,5.848,,11.1111,-13.4503,0,0,0,0,0,0,0,0,0,0,0,0,,
00330,思捷環球,2025-08-22,1,0,1.66,1.66,eod_proxy,0,256,-13.253,-11.4458,-15.6627,-32.5301,-6.0241,-21.0843,0,0,0,0,0,0,0,0,0,0,0,0,,
00332,元亨燃氣,2026-02-06,1,0,0.46,0.46,eod_proxy,0,142,-13.0435,-8.6957,0.0,-26.087,43.4783,-13.0435,0,0,0,0,0,0,0,0,0,0,0,0,,
00334,華顯光電,2025-07-18,1,0,0.315,0.315,eod_proxy,0,281,-4.7619,-3.1746,61.9048,9.5238,68.254,-4.7619,0,0,0,0,0,0,0,0,0,0,0,0,,
00337,綠地香港,2025-07-10,1,0,0.255,0.255,eod_proxy,0,287,13.7255,13.7255,-6.6667,-4.7059,45.098,-12.1569,0,0,0,0,0,0,0,0,0,0,0,0,,
00339,全球數字控股,2025-07-14,1,0,0.168,0.168,eod_proxy,0,285,19.6429,33.3333,69.6429,7.1429,78.5714,-10.119,0,0,0,0,0,0,0,0,0,0,0,0,,
00343,文化傳信,2025-12-12,1,0,0.188,0.188,eod_proxy,0,179,-11.7021,-18.617,-15.4255,-15.9574,-0.5319,-18.617,0,0,0,0,0,0,1,0,0,1,0,0,PLACING,138
00346,延長石油國際,2026-03-02,1,0,0.62,0.62,eod_proxy,0,129,-11.2903,-26.6129,-25.0,-46.7742,-3.2258,-31.4516,0,0,0,0,0,0,0,0,0,0,0,0,,
00348,中國智能健康,2025-07-25,1,0,0.12,0.12,eod_proxy,0,276,-2.5,15.0,10.8333,21.6667,15.0,-9.1667,0,0,0,0,0,0,0,0,0,0,0,0,,
00351,亞洲能源物流,2025-08-25,1,0,0.3,0.3,eod_proxy,0,255,3.3333,5.0,10.0,-1.6667,31.6667,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00352,富陽,2025-07-25,1,0,0.143,0.143,eod_proxy,0,31,-27.2727,480.4196,592.3077,,592.3077,-30.7692,0,0,0,0,0,0,0,0,0,0,0,0,,
00353,能源國際投資,2026-03-17,1,0,0.325,0.325,eod_proxy,0,118,4.6154,12.3077,27.6923,15.3846,27.6923,0.0,0,0,0,0,0,0,0,0,0,0,0,0,,
00355,世紀城市國際,2026-06-12,1,0,0.073,0.073,eod_proxy,0,60,-13.6986,-15.0685,-12.3288,1.3699,0.0,-16.4384,0,0,0,0,0,0,0,0,0,0,0,0,,
00356,鼎立資本,2026-02-24,1,0,1.139,1.139,eod_proxy,0,133,-13.0817,-14.3986,-15.7155,-23.6172,-5.18,-15.7155,0,0,0,0,0,0,1,0,0,1,1,0,PLACING,87
00360,新焦點,2025-11-18,1,0,0.049,0.049,eod_proxy,0,197,-4.0816,-2.0408,0.0,-14.2857,2.0408,-6.1224,0,0,0,0,0,0,0,0,0,0,0,0,,
00361,漢成發展控股,2025-08-08,1,0,0.052,0.052,eod_proxy,0,266,-15.3846,-21.1538,-40.3846,111.5385,-5.7692,-42.3077,0,0,0,0,0,0,1,1,0,0,0,0,GO,46
00365,芯成科技,2025-07-17,1,0,0.243,0.243,eod_proxy,0,282,1.6461,-1.2346,4.9383,56.3786,4.9383,-3.2922,0,0,0,0,0,0,0,0,0,0,0,0,,
00366,陸氏集團(越南),2026-06-12,1,0,0.81,0.81,eod_proxy,0,60,0.0,-1.2346,-1.2346,3.7037,3.7037,-3.7037,0,0,0,0,0,0,0,0,0,0,0,0,,
00367,莊士機構國際,2025-10-30,1,0,0.34,0.34,eod_proxy,0,210,-4.4118,-1.4706,-8.8235,-1.4706,0.0,-11.7647,0,0,0,0,0,0,0,0,0,0,0,0,,
00368,德合集團,2026-03-27,1,0,0.78,0.78,eod_proxy,0,104,0.0,-1.2821,-1.2821,212.8205,2.5641,-6.4103,0,0,0,0,0,0,1,1,0,0,0,0,GO,130
00370,港仔機器人,2026-08-28,1,0,0.28,0.28,eod_proxy,0,7,1.7857,,,,7.1429,-1.7857,0,0,0,0,0,0,0,0,0,0,0,0,,
00377,中國華君,2026-08-03,1,0,2.3,2.3,eod_proxy,0,26,68.913,12.6087,86.9565,,110.8696,11.7391,0,0,0,0,0,0,0,0,0,0,0,0,,
00379,恆嘉融資租賃,2025-09-17,1,0,0.105,0.105,eod_proxy,0,238,-3.8095,-29.5238,-23.8095,-31.4286,9.5238,-36.1905,0,0,0,0,0,0,0,0,0,0,0,0,,
00380,中國管業,2025-07-21,1,0,0.178,0.178,eod_proxy,0,280,-9.5506,-7.8652,-8.427,-21.3483,-3.3708,-13.4831,0,0,0,0,0,0,0,0,0,0,0,0,,
00381,權識國際,2025-07-11,1,0,0.62,0.62,eod_proxy,0,286,-12.9032,-21.7742,-29.0323,-43.5484,-1.6129,-32.2581,0,0,0,0,0,0,1,0,0,0,0,1,CB,119
00383,天安卓健,2025-08-18,1,0,0.92,0.92,eod_proxy,0,260,-7.6087,-2.1739,-2.1739,8.6957,3.2609,-7.6087,0,0,0,0,0,0,0,0,0,0,0,0,,
00385,建聯集團,2026-06-03,1,0,0.29,0.29,eod_proxy,0,67,-6.8966,-5.1724,-1.7241,-12.069,0.0,-6.8966,0,0,0,0,0,0,0,0,0,0,0,0,,
00387,力豐(集團),2025-08-04,1,0,0.64,0.64,eod_proxy,0,270,-1.5625,4.6875,23.4375,0.0,23.4375,-6.25,0,0,0,0,0,0,0,0,0,0,0,0,,
00391,美亞娛樂資訊,2025-10-15,1,0,0.112,0.112,eod_proxy,0,220,-7.1429,-9.8214,-11.6071,-12.5,-1.7857,-16.0714,0,0,0,0,0,0,0,0,0,0,0,0,,
00396,興利(香港)控股,2026-02-11,1,0,0.128,0.128,eod_proxy,0,139,75.7812,99.2188,107.0312,192.9688,107.0312,28.9062,0,0,0,0,0,0,0,0,0,0,0,0,,
00397,嬴集團,2025-10-03,1,0,0.044,0.044,eod_proxy,0,227,11.3636,4.5455,2.2727,-2.2727,15.9091,-2.2727,0,0,0,0,0,0,0,0,0,0,0,0,,
00399,星太鏈集團,2025-07-02,1,0,0.26,0.26,eod_proxy,0,206,-3.8462,,153.8462,48.0769,,,0,0,0,0,0,0,0,0,0,0,0,0,,
00401,萬嘉集團,2025-11-07,1,0,0.121,0.121,eod_proxy,0,204,-4.9587,-9.0909,-13.2231,-14.876,2.4793,-13.2231,0,0,0,0,0,0,1,0,1,0,0,0,RIGHTS,53
00413,南華集團控股,2025-06-30,1,0,0.031,0.031,eod_proxy,0,294,-3.2258,-3.2258,6.4516,12.9032,12.9032,-3.2258,0,0,0,0,0,0,0,0,0,0,0,0,,
